date,temp_max,temp_min,precipitation,wind_speed_max
2024-09-23,31.6,20.0,0.0,25.2
2024-09-24,32.0,19.4,0.0,29.0
2024-09-25,33.2,21.0,0.0,28.2
2024-09-26,32.2,21.0,0.0,25.9
2024-09-27,31.7,21.3,0.0,26.3
2024-09-28,32.9,20.0,0.0,19.9
2024-09-29,32.5,20.0,0.3,20.8
2024-09-30,30.6,20.7,1.1,25.3
2024-10-01,30.5,20.1,0.4,21.8
2024-10-02,28.9,19.5,1.7,26.3
2024-10-03,29.5,18.7,1.0,17.3
2024-10-04,29.8,19.3,0.0,20.0
2024-10-05,27.8,18.8,10.4,14.0
2024-10-06,30.1,18.2,0.3,19.9
2024-10-07,29.2,18.4,3.4,18.0
2024-10-08,29.1,18.9,0.5,18.3
2024-10-09,30.0,17.6,0.0,17.8
2024-10-10,31.2,16.7,0.0,22.1
2024-10-11,29.1,19.1,0.2,22.1
2024-10-12,29.9,19.0,0.0,21.4
2024-10-13,30.4,18.4,0.0,20.5
2024-10-14,31.0,17.0,0.0,21.1
2024-10-15,31.4,17.0,0.0,18.2
2024-10-16,32.0,16.9,0.0,27.3
2024-10-17,32.2,19.1,0.0,22.7
2024-10-18,31.4,18.5,0.0,26.0
2024-10-19,32.5,17.9,0.0,21.8
2024-10-20,31.4,18.0,0.0,22.4
2024-10-21,29.4,18.4,1.3,21.2
2024-10-22,30.5,16.8,0.0,19.7
2024-10-23,31.5,17.1,0.0,25.3
2024-10-24,30.5,17.9,0.2,23.0
2024-10-25,28.8,18.8,1.3,17.5
2024-10-26,27.4,18.4,4.2,14.1
2024-10-27,26.5,17.4,1.3,20.7
2024-10-28,26.6,16.2,0.0,16.1
2024-10-29,28.5,16.0,0.0,19.0
2024-10-30,29.1,16.3,0.0,20.6
2024-10-31,28.0,16.8,3.6,22.1
2024-11-01,25.6,16.7,3.0,13.7
2024-11-02,27.0,16.1,0.5,19.0
2024-11-03,25.9,14.1,0.0,21.2
2024-11-04,27.2,13.2,0.0,20.1
2024-11-05,27.7,15.8,0.0,19.3
2024-11-06,26.3,16.2,0.3,17.5
2024-11-07,26.5,16.8,0.0,21.2
2024-11-08,26.1,14.9,0.0,19.7
2024-11-09,26.1,14.9,0.0,21.7
2024-11-10,25.0,15.1,0.0,30.0
2024-11-11,25.6,13.5,0.0,26.4
2024-11-12,25.9,13.9,0.0,17.1
2024-11-13,25.5,13.9,0.0,21.6
2024-11-14,26.0,14.5,0.0,22.3
2024-11-15,25.1,14.5,0.0,22.7
2024-11-16,25.5,13.9,0.0,18.3
2024-11-17,26.5,15.4,0.1,18.2
2024-11-18,25.3,16.9,3.6,17.0
2024-11-19,25.6,15.9,0.0,20.5
2024-11-20,25.4,14.1,0.0,22.8
2024-11-21,26.0,15.4,0.6,17.2
2024-11-22,25.7,17.1,1.3,19.6
2024-11-23,24.7,15.6,0.1,21.4
2024-11-24,25.0,13.4,0.0,16.8
2024-11-25,27.0,14.1,0.0,14.8
2024-11-26,29.5,14.8,0.0,22.8
2024-11-27,26.4,16.3,0.0,18.5
2024-11-28,25.5,14.6,0.0,21.0
2024-11-29,25.9,14.0,0.0,20.8
2024-11-30,25.4,14.1,0.0,20.1
2024-12-01,25.2,13.6,0.0,18.5
2024-12-02,26.3,13.9,0.0,18.2
2024-12-03,25.3,14.1,0.0,19.6
2024-12-04,23.9,13.2,0.0,22.9
2024-12-05,22.6,12.6,0.0,21.8
2024-12-06,23.2,12.3,0.0,22.6
2024-12-07,22.6,12.1,0.0,24.0
2024-12-08,22.8,13.4,0.0,23.9
2024-12-09,22.5,13.9,0.0,24.9
2024-12-10,22.9,12.2,0.0,24.4
2024-12-11,21.8,12.3,0.0,25.2
2024-12-12,22.0,12.1,0.0,22.1
2024-12-13,22.3,11.7,0.0,20.3
2024-12-14,23.3,11.7,0.0,19.6
2024-12-15,22.3,12.1,0.0,23.1
2024-12-16,21.2,12.3,0.1,25.8
2024-12-17,22.0,12.4,0.2,21.8
2024-12-18,22.4,10.9,0.0,18.5
2024-12-19,22.9,10.6,0.0,17.3
2024-12-20,25.1,11.2,0.0,19.7
2024-12-21,25.5,11.9,0.0,21.3
2024-12-22,25.5,12.8,0.0,18.5
2024-12-23,25.5,13.1,0.0,15.9
2024-12-24,24.0,12.2,0.0,17.6
2024-12-25,24.8,13.2,0.0,17.5
2024-12-26,23.5,11.9,0.0,19.0
2024-12-27,22.6,11.5,0.0,20.4
2024-12-28,22.5,11.2,0.0,19.9
2024-12-29,22.1,11.8,0.0,21.6
2024-12-30,22.9,11.1,0.0,22.2
2024-12-31,23.9,12.0,0.0,22.6
